ID;Corpus;TextGenre_OrdMerge3;TextGenre_OrdMerge2;TextGenre_OrdMerge;TextGenre_Ordinal;TextGenre;Subj_Length;Animacy;Accessibility;TypeOfAnaphor;Constructions;Corpus_ID;Sentence
w_94;WrittenCorpus;2;3;3;5;Fiction;1;Non Animato;Old;Old_rel;sembra che;CORIS;                accaduto e fosse stata per lei la cosa più naturale del mondo nascondere per mesi , sotto ampie gonne , una gravidanza che < sembrava > non l ' avesse ingrassata di un grammo , e partorire tre bambini . « Rigbè » sentii che le diceva la mamma sedendosi                        
w_95;WrittenCorpus;2;3;3;5;Fiction;9;Non Animato;New;New;sembrare+infinitive;CORIS;                     , è pronto . - La ragazza Apagne si volse verso un vassoio dove una tazza autoriscaldante e una robusta forma di pane < sembravano > aspettare . - Sapevamo che ti saresti svegliato da un momento all ' altro . - Ottimo ! - esclamò Bit , allungando la mano . - A             
w_96;WrittenCorpus;2;3;3;5;Fiction;2;Non Animato;Old;Old_ident;mi sembra che;CORIS;                        amico ? » « Grazie Lazzaro» rispose Pogo sinceramente commosso . Scesi dalla sua auto e cominciai a camminare . Mi < sembrava > che il negroni creasse una sorta di tappeto rosso di benvenuto al mio passaggio . Quando barcollavo , il tappeto rosso ai                   
w_97;WrittenCorpus;2;3;3;5;Fiction;5;Non Animato;New;New;mi sembra che;CORIS;                     . Al contrario di Growald non parlava italiano . Era talmente americano nell ' aspetto che , guardandolo in viso , ti < sembrava > che sulle labbra ci fossero ancora briciole di torta di mele . Mi sentivo un po ' come il verme sgusciato da quelle mele con                
w_98;WrittenCorpus;2;3;3;5;Fiction;0;Non Animato;Old;Old_ident;sembra che;CORIS;                       il sentiero che scendeva lungo il versante destro della valle , con i fagotti che gli ballonzolavano sulle spalle e < sembrava > che gli volassero via da un momento all ' altro . Ogni tanto scivolavano sul ghiaccio e ce la dovevano mettere tutta per                    
w_99;WrittenCorpus;2;3;3;5;Fiction;5;Non Animato;New;New;sembra che;CORIS;                 mali del mondo incolpando tutti , fuorché se stessi . Perciò la sua conversione fu come una bomba . Ma che era successo ? < Sembrava > che ci fosse stato un intervento particolare della sorella ( che invece era una religiosa da sacrestia ) . Un bel giorno                    
w_100;WrittenCorpus;2;3;3;5;Fiction;2;Umano;Old;Old_ident;sembrare+infinitive;CORIS;               vola intorno , cambiando spesso direzione FLASH molto sciolto , per ora usa le gambe , non allunga neanche il jab ... i due < sembrano > studiarsi , finta di Lawyer FLASH ancora una finta ... Poreda lavora poco con le gambe ma sembra agile a sufficienza col                    
w_101;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;sembrare+infinitive;CORIS;               salda la pace dentro_di noi - . Uno sguardo sui nostri volti . - Sarà presto . Questo è certo . Matthys : occhi acuminati , < sembra > non respirare : - Ma l ' ora è giunta ! È adesso ! Adesso Cristo ci sta chiamando a muoverci ! Non domani , non l ' anno prossimo           
w_102;WrittenCorpus;2;3;3;5;Fiction;7;Umano;Old;Old_ident;sembra che;CORIS;                  dal Concilio . Cosa strana è che qui a Viterbo nessuno sembra sapere nulla dei responsabili di questa nuova diffusione . < Sembra > proprio che questa volta il cardinale Polo e i suoi amici non c ' entrino . V ' è da sospettare si tratti di un ' operazione                
w_103;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;mi sembra che;CORIS;"                  toscana e la bambinaia e i bambini in_fondo_al corridoio ; poi è venuta a chiederci se avevamo bisogno qualcosa , e mi è < sembrato > che avesse uno sguardo ostile anche per noi . Mi ha fatto qualche domanda sulla premiazione ad Arezzo ; ho cercato di                       "
w_104;WrittenCorpus;2;3;3;5;Fiction;1;Umano;Old;Old_ident;sembrare+infinitive;CORIS;                  non fare in tempo a percepire compiutamente l ' angoscia che lo investiva , proveniente dall ' interno della casa . Dora < sembrava > aspettarlo . Se ne stava in_mezzo_alla stanza , girata verso la porta come l ' ultima volta che era andato da lei . Ma non                  
w_105;WrittenCorpus;2;3;3;5;Fiction;4;Non Animato;Mediated;Mediated_poss;sembrare+infinitive;CORIS;              alzò di scatto e solo allora si voltò a guardarla . La Tripolina era in piedi accanto_al letto , nuda , e la sua pelle scura < sembrava > brillare in_mezzo_alle lame di luce polverosa che entravano dalla finestra . Lo fissava con quel suo sguardo duro , a                       
w_106;WrittenCorpus;2;3;3;5;Fiction;12;Non Animato;New;New;sembra che;CORIS;                dondolavano lente e maestose , con il bordo a filo dell ' acqua , e dal pozzetto dove Paride aveva fatto accomodare Sascia < sembrava > che tutt ' intorno galleggiassero montagnole di carbone intente a discutere tra loro e a farsi inchini . Il barcone                         
w_107;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;sembra che;CORIS;                   ultime cose che ti ho riferito . Ma certamente ne avremo altre quando torneranno le navi con le nuove reclute . Per ora < sembrava > che avesse trovato traccia di una responsabilità persiana , ma so già_che cosa direbbe , se fosse qui . - Anch ' io .                       
w_108;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;sembra che;CORIS;               improbabile . Gli amici di Landry erano suo figlio e sua moglie e sono morti tutti e due . Ci sono conoscenti e vicini , ma < sembra > che mi accettino come_se io fossi lui . La donna dirimpetto mi lancia di tanto in tanto qualche occhiata perplessa e la                     
w_109;WrittenCorpus;2;3;3;5;Fiction;3;Non Animato;Mediated;Mediated_poss;sembrare+infinitive;CORIS;                          imparato guardando una videocassetta . Il suo desiderio , più che nella penetrazione o in qualsiasi altra cosa , < sembrava > appagarsi soprattutto nel guardare , e non sembrava preoccuparsi molto di dare piacere a me . Per la sua insistenza non                     
w_110;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;sembra che;CORIS;                 . Forse la delicatezza della moglie , Camille , era la ragione di ciò . Lei era stata una leggendaria bellezza creola , e < sembra > che abbia conservato fino_alla vecchiaia un aspetto grazioso , minuto e fragile . Fui incuriosita nell ' apprendere                         
w_111;WrittenCorpus;2;3;3;5;Fiction;2;Umano;Old;Old_ident;sembrare+infinitive;CORIS;                       e ricompose il numero . Questa volta disse per prima cosa il proprio nome e numero di stanza . La centralinista non < sembrò > accorgersi minimamente del fatto che si erano parlate meno di dieci secondi prima . - Sto per scendere al bar - spiegò                      
w_112;WrittenCorpus;2;3;3;5;Fiction;3;Umano;Old;Old_ident;mi sembra che;CORIS;                    deve confessare per prima la sua stanchezza . Si corica di nuovo sul corpo dell ' amante . Né all ' una né all ' altra < sembra > resti più forza per parlare . Più tardi , quando Bee , nonostante le preghiere dell ' amica , si è già rivestita ,                          
w_113;WrittenCorpus;2;3;3;5;Fiction;2;Non Animato;Mediated;Mediated_sit;sembra che;CORIS;"                       c ' erano soltanto alcune nuvolette rosa sopra_di lei . Si muovevano pigre sullo sfondo scuro e sgombro del cielo . < Sembrava > che non ci fosse nessun temporale in vista . "" Ah - h - h - h - h "" mormorò il vento . "" Ah - h - h - h - h ee -e-e-e..."" Un doppio suono . "
w_114;WrittenCorpus;2;3;3;5;Fiction;2;Non Animato;Mediated;Mediated_general;sembra che;CORIS;            , soltanto un po ' piegata » . Sorrise alla propria battuta e aggiunse in tono di congedo : « Va ' pure , adesso » . A Domaris < sembrò > che il cuore le si fermasse . « Oh , ti prego , lasciala rimanere ! » supplicò . E Deoris aggiunse alla sua la propria                      
w_115;WrittenCorpus;2;3;3;5;Fiction;2;Animato;Old;Old_ident;sembra che;CORIS;                  nella vasca e cominciò a spiegarle sottovoce il simbolismo di quel rito . Quasi subito , Deoris la interruppe sorpresa : < sembrava > quasi_che i Grigi avessero adottato il cerimoniale di purificazione imposto alle Sacerdotesse di Caratra , ma in una                        
w_116;WrittenCorpus;2;3;3;5;Fiction;4;Non Animato;Mediated;Mediated_general;sembrare+infinitive;CORIS;                c ' era gente , ma solo su tre lati del quadrato , escluso quello su cui stavano i nostri tre amici . Il cielo sopra Mosca < sembrava > essersi sbiadito , e in alto si vedeva distintamente la luna piena , non ancora dorata , ma bianca . Anche respirare era                    
w_117;WrittenCorpus;2;3;3;5;Fiction;5;Non Animato;New;New;mi sembra che;CORIS;                           di alberi frondosi , baluginava il fuoco di un falò e si intravedevano delle figure in movimento . A Margherita < sembrò > che di lì giungesse una musica allegra e sibilante . Più oltre , fin dove arrivava il suo sguardo , sulla pianura                           
w_118;WrittenCorpus;2;3;3;5;Fiction;1;Umano;Old;Old_generic;sembrare+infinitive;CORIS;                   si era accorto del fatto che , da quando eravamo arrivati , non avevo detto una sola parola , non solo , ma che nessuno < sembrava > preoccuparsene . Devo riprovarci , pensai . Un giorno o l ' altro devo provare a stare immobile e in silenzio . Forse                       
w_119;WrittenCorpus;2;3;3;5;Fiction;3;;;;mi sembra che;CORIS;"               Augustin il lunedì di Pasqua e nei giorni che seguirono - giorni così quieti , dopo la grande agitazione di Pasqua , che mi < sembrò > che non ci fosse altro da fare che attendere l ' estate . Giugno portò il tempo degli esami e un caldo tremendo ; sul paese                 "
w_120;WrittenCorpus;2;3;3;5;Fiction;2;Non Animato;Mediated;Mediated_sit;sembra che;CORIS;                     incredibile . Ma cosa c ' è di_più bello di una primavera inglese ? Connie si sorprese a pensare che da quelle parole < sembrava > che anche la fioritura in primavera fosse decisa attraverso un atto del parlamento . Una primavera inglese ! E perché                       
w_121;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_ident;mi sembra che;CORIS;                      . Non voglio sopprimere la respirazione , capisci ? » Angie osservò la donna controllare il polso di Porphyre . « Mi < sembra > che stia bene . » Le sembrò che avesse scrollato le spalle , dentro il parka arancione , ma non ne era sicura . « Sicurezza ? »             
w_122;WrittenCorpus;2;3;3;5;Fiction;1;Umano;Old;Old_general;sembra che;CORIS;               te che prove abbiamo da presentare ? » chiese Parrish . « Il pubblico ministero sei tu . E ' il mestiere tuo . » « Già , ma < sembra > che tu sappia tutto . Dimmi , allora , come conduciamo l ' accusa ? » « Ha ammesso di averlo fatto , sì o no ? » « Sì , l ' ha ammesso      
w_123;WrittenCorpus;2;3;3;5;Fiction;6;Non Animato;Mediated;Mediated_poss;sembrare+infinitive;CORIS;                       nella sua vera luce mi scosse e mi fece rabbrividire di una paura indicibile . L ' intensità stessa del mio terrore < sembrò > impedirmi di svenire . Per un momento io , al_pari_degli altri , ma con più paura e a maggior ragione , ricaddi sulla mia                   
w_124;WrittenCorpus;2;3;3;5;Fiction;2;Non Animato;Mediated;Mediated_general;mi sembra che;CORIS;               subito la testa e vide il suo amico correre , barcollando e incespicando , verso un gruppo di cespugli . A quella vista gli < sembrò > che il cuore volesse quasi strapparglisi dal corpo . Dette un gemito di pena e insieme_al soldato con la divisa a                           
w_125;WrittenCorpus;2;3;3;5;Fiction;0;Umano;Old;Old_general;sembra che;CORIS;                    non possano apprezzare un romanzo gay quanto i gay apprezzano un romanzo straight , ti pare ? > , Feci una smorfia . ( < Sembrava > stessi concedendo un 'intervista.) « E già » fu la risposta di Eric . Quinto silenzio , pressoché insopportabile . « Be ' ,                 
w_126;WrittenCorpus;2;3;3;5;Fiction;5;Non Animato;Mediated;Mediated_sit;sembrare+infinitive;CORIS;                      che si sentono in sottofondo sono inequivocabilmente prodotti da pipistrelli . E il grande effetto di riverberazione < sembra > indicare che ci troviamo in un luogo chiuso , dalle alte volte . Potrebbe essere una cripta , oppure una cantina o una                      
w_127;WrittenCorpus;2;3;3;5;Fiction;3;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;"             a vantaggio della testa , era anch ' essa tutta sottosopra . "" La cosa che colpisce di_più È il modo in cui questo corpo nudo < sembra > reagire agli avvenimenti del mondo . Le sue malattie infantili , il morbillo , la varicella , sono come reazioni cutanee                    "
w_128;WrittenCorpus;2;3;3;5;Fiction;2;Umano;Mediated;Mediated_general;sembra che;CORIS;                 una volta hanno quasi finito i soldi e cercano per tutto il giorno di trovare lavoro come suonatori , ma senza successo . < Sembra > che la gente non sia dell ' umore per ascoltare della musica o forse è solo più povera del solito . Poi Shura ha un colpo di                
w_129;WrittenCorpus;2;3;3;5;Fiction;2;Animato;Old;Old_ident;sembrare+infinitive;CORIS;                        contraddizioni interne , si rendesse necessaria una linea politica dura , di contenuto rivoluzionario . Il Partito < sembrò > scindersi in tre schieramenti . Kautsky ne ha offerto la seguente rappresentazione topografica : da Treviri , città                         
w_130;WrittenCorpus;2;3;3;5;Fiction;1;Non Animato;Old;Old_rel;sembrare+infinitive;CORIS;                          rispetto_ai messaggi che gli potevano venire dall ' ambiente circostante , erano una specie di fuoco interno che < sembrava > mantenerlo nella stessa condizione dell ' acqua in ebollizione : sempre in movimento , irrequieto , agitato ,                               
w_131;WrittenCorpus;2;3;3;5;Fiction;4;Umano;Old;Old_ident;sembra che;CORIS;                   a ruote nei posti riservati alle persone che non camminano . Poi ci sono scalini e scalinate ( senza ascensori ) perchè < sembra > che le persone che camminano preferiscano farsi una bella scalinata piuttosto che uno scivolo ( che è più comodo per                        
w_132;WrittenCorpus;4;5;6;8;AcademicPr.;0;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                          di ore di osservazione , che l ' attività sessuale di questi primati è in realtà piuttosto casuale e rilassata e < sembra > essere una componente del tutto naturale della vita di gruppo . Come gli esseri umani , i bonobo praticano il sesso solo                    
w_133;WrittenCorpus;4;5;6;8;AcademicPr.;14;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                      molecole , cioè l ' incremento di attività che esse inducono nei fenomeni di fagocitosi e incapsulazione cellulare , < sembra > confermare ulteriormente questa tesi . L ' ipotesi che molecole lectino - simili rappresentino i precursori delle                           
w_134;WrittenCorpus;4;5;6;8;AcademicPr.;7;Non Animato;Mediated;Mediated_poss;sembra che;CORIS;"                              assicurati da una serie di microaziende specializzate e dislocate in zone non eccessivamente congestionate . < Sembrò > in tal modo che potesse avverarsi la prospettiva di un secondo "" miracolo economico "" . E di ciò si avvalse la nuova                        "
w_135;WrittenCorpus;4;5;6;8;AcademicPr.;4;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;"                 degli individui e il tempo delle civiltà "" . Tra gli storici "" di mestiere "" , invece , la riflessione sulla storiografia < sembra > ancorarsi il più possibile ai risultati ed alle prospettive concrete della ricerca storica . È nota la celebre quanto                       "
w_136;WrittenCorpus;4;5;6;8;AcademicPr.;1;Umano;Old;Old_ident;sembra che;CORIS;                    realizzò le prime immagini delle ossa di una mano e dello scheletro di cavie , che mostrò al professor Horbacevski > . < Sembra > che Puluy , pur non dandone una comunicazione ufficiale e solenne , parlasse spesso dei raggi X nelle sue lezioni a                         
w_137;WrittenCorpus;4;5;6;8;AcademicPr.;2;Non Animato;Old;Old_ident;sembra che;CORIS;                         ai ricercatori non risulta che vi sia un preciso rapporto tra temperatura dell ' acqua e ora della sciamatura . E < sembra > che non vi sia un rapporto nemmeno tra la quantità di luce disponibile e la sciamatura stessa . Per cui la loro opinione è                  
w_138;WrittenCorpus;4;5;6;8;AcademicPr.;3;Non Animato;New;New;sembrare+infinitive;CORIS;                    della prolattina , che , quando è troppa , inibisce la sintesi degli ormoni sessuali dell ' uomo . L ' acido iodidrico < sembra > invece avere effetti positivi sul desiderio sessuale delle donne , finora poco considerato dalla ricerca                                    
w_139;WrittenCorpus;4;5;6;8;AcademicPr.;5;Non Animato;Mediated;Mediated_poss;sembrare+infinitive;CORIS;                           quella sfera sacrale di cui l ' Uticense appunto si trova ad essere custode . Il potere mistico della preghiera < sembra > dovere essere potenziato - agli occhi di Virgilio - da quello di un ' immagine concreta in senso storico , vale a dire                      
w_140;WrittenCorpus;4;5;6;8;AcademicPr.;7;Non Animato;New;New;sembrare+infinitive;CORIS;                           nei termini di qualche sistema di relazioni causali con stimoli fisici e comportamento , per_quanto complesso . < Sembrano > esservi due tipi di cose del tutto differenti che avvengono nel mondo : le cose che appartengono alla realtà fisica , che                   
w_141;WrittenCorpus;4;5;6;8;AcademicPr.;9;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                             . Su questo punto De Crescenzio fa delle considerazioni assai interessanti . Il fatto che nella volontà umana < sembrino > influire fattori che si presentano come genetici , bio - costituzionali , filosofici , socio - culturali ecc. ( e quindi                    
w_142;WrittenCorpus;4;5;6;8;AcademicPr.;1;Umano;Old;Old_ident;sembrare+infinitive;CORIS;"                         a_partire_da "" I clowns "" e poi man mano con un ' accentuazione crescente fino_a "" La voce della luna "" , Fellini < sembra > essere approdato ad una grande forma di saggezza , ad un modo tutto latino di guardare all ' esistenza avendo capito che                    "
w_143;WrittenCorpus;4;5;6;8;AcademicPr.;2;Non Animato;Mediated;Mediated_sit;sembrare+infinitive;CORIS;                  e che ben poco sia rintracciabile del suo mondo poetico , se si eccettuano certi quadri marginali , nei quali l ' azione < sembra > acquietarsi , in certi dialoghi e in certe caratterizzazioni , soprattutto tra i soldati . Torniamo a sentire tutti i                       
w_144;WrittenCorpus;4;5;6;8;AcademicPr.;3;Non Animato;Old;Old_ident;sembra che;CORIS;                    . In alcuni templi gli incarichi di culto erano esercitati da donne , dunque da sacerdotesse e da somme sacerdotesse . < Sembra > che gli incarichi religiosi toccassero , nella maggior parte dei casi , ai membri del ceto sociale elevato . Di alcuni                      
w_145;WrittenCorpus;4;5;6;8;AcademicPr.;2;Non Animato;Old;Old_ident;sembra che;CORIS;                   Ma la medicina , una volta riacquistata col ritorno agli antichi classici una sua dignità e autonomia di impostazione , < sembra > quasi_che voglia sottrarsi ad un processo di riammodernamento che vada più nel profondo , preferendo situarsi su_di                         
w_146;WrittenCorpus;4;5;6;8;AcademicPr.;1;Non Animato;Old;Old_rel;sembrare+infinitive;CORIS;"                 prontezza del fiuto , era parso subito un primo attore della scena letteraria , con una sicurezza ed una baldanza che non < sembravano > avere paragoni , e come dotato di "" una natura prodigiosa "" , che gli consentiva di conoscere perfettamente ,                               "
w_147;WrittenCorpus;4;5;6;8;AcademicPr.;6;Non Animato;Old;Old_event;sembrare+infinitive;CORIS;                    e resistente nella nostra coscienza letteraria . Certo , il contrasto tra Serra e Borgese , sotto la stella di Croce , < sembra > implicare , come già aveva ben visto Debenedetti nel Romanzo del Novecento , la profonda ed eterna opposizione , in sede                    
w_148;WrittenCorpus;4;5;6;8;AcademicPr.;0;Umano;Old;Old_ident;sembrare+infinitive;CORIS;"                    chiacchiera troppo ? "" - "" Spesso spiattella delle risposte prima_che abbiate finito di fare la domanda ? "" - "" Spesso < sembra > non ascoltare quanto gli viene detto ? "" - "" Spesso interrompe o si comporta in modo invadente verso gli altri ; per                        "
w_149;WrittenCorpus;4;5;6;8;AcademicPr.;1;Umano;Old;Old_ident;sembrare+infinitive;CORIS;                              usato da Peczenik nell ' introdurre le regole di trasformazione possa provocare equivoci . In FLR , Peczenik < sembra > inoltre avvertire la necessità di spendere molte parole sul rapporto fra le regole di trasformazione e il concetto                          
w_150;WrittenCorpus;4;5;6;8;AcademicPr.;4;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;"                         necessaria - soprattutto la distinzione tra argomentazioni analitiche e sostanziali . Le regole di trasformazione < sembrano > corrispondere appunto alle argomentazioni sostanziali di Toulmin . Per Toulmin , un ' argomentazione è analitica se ""                       "
w_151;WrittenCorpus;4;5;6;8;AcademicPr.;4;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;"                        in entrambe ; ragionamento che non può essere deduttivo . 11 . La teoria di Peczenik , con la tesi dei "" salti "" , < sembra > resistere a alcune possibili obiezioni . In particolare , non pare si possa muoverle l ' "" accusa "" di essere una teoria                    "
w_152;WrittenCorpus;4;5;6;8;AcademicPr.;0;Umano;Old;Old_ident;sembra che;CORIS;"              ' altro . Nel 1448 , Gutenberg era di nuovo a Magonza . Si ignora dove abbia trascorso i quattro anni fra il 1444 e il 1448; < sembra > comunque che durante quel periodo abbia trovato dei finanziatori che gli avrebbero messo a disposizione                                     "
w_153;WrittenCorpus;4;5;6;8;AcademicPr.;1;Non Animato;Old;Old_rel;sembra che;CORIS;"                   la sepoltura di tutti , "" nemine excepto "" » ; ma la congiura democratica che rapidamente montava all ' interno , e che < sembrava > avesse coinvolto anche gli schiavoni , anche i loro comandanti , ovvero i difensori stessi del governo aristocratico ,                      "
w_154;WrittenCorpus;4;5;6;8;AcademicPr.;1;Non Animato;Old;Old_rel;sembrare+infinitive;CORIS;                    finisce al suo posto , come il tassello di un mosaico - la sua rabbia di donna trova la sua collocazione in quello che < sembra > essere un universo maschile di percezione , pensiero e azione . C ' è poi la corda di seta di ciò che Nechaev chiamava «                    
w_155;WrittenCorpus;4;5;6;8;AcademicPr.;5;Non Animato;Old;Old_ident;sembra che;CORIS;                 correlata con l ' immunità , è opportuno dare qui un breve riassunto delle scoperte del Consiglio per la ricerca medica . < Sembra > che nell ' ambito dello studio condotto da questi nove medici , sia stata svolta un ' indagine sulla difterite clinica in                   
w_156;WrittenCorpus;4;5;6;8;AcademicPr.;3;Non Animato;Mediated;Mediated_poss;sembra che;CORIS;"                      colpo , ciascuno si fa dappresso alla vittima . Se non può colpire , vuole almeno vedere come gli altri colpiscono . < Sembra > che tutte le braccia siano di una sola creatura . Ma le braccia che "" colpiscono "" hanno maggior valore e peso . Lo scopo è                 "
w_157;WrittenCorpus;4;5;6;8;AcademicPr.;0;Non Animato;Old;Old_ident;sembra che;CORIS;                   stesso , nel medesimo tono , carica della medesima energia . L ' identità della situazione ha qualcosa di inquietante : < sembra > che sia stata inventata per soddisfare il suo stimolo di comando . Ora finalmente egli colpisce gli altri con ciò che lo                    
w_158;WrittenCorpus;4;5;6;8;AcademicPr.;7;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                     con un prolungamento del tempo d ' espirazione . I recettori d sia periferici sia centrali ( spinali e sopraspinali ) < sembrano > essere coinvolti nell ' inibizione del transito gastrointestinale da_parte_degli agonisti selettivi . I recettori                           
w_159;WrittenCorpus;4;5;6;8;AcademicPr.;7;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                       da alcuni residui aromatici presenti nei domini transmembrana ( TMs ) . La struttura ad a - elica della dinorfina A < sembra > interagire con una parte dell ' EC - 2 del recettore oppioide k , dimostratosi importante per la selettvità k dei ligandi                   
w_160;WrittenCorpus;4;5;6;9;LegalPr.;0;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                           è stato sostenuto da taluno dei primi commentatori , immediatamente a ridosso della pubblicazione della legge , < sembra > doversi escludere che le due norme stiano tra loro in rapporto di specialità . Al contrario , la presenza di una clausola                   
w_161;WrittenCorpus;4;5;6;9;LegalPr.;3;Non Animato;Old;Old_ident;sembra che;CORIS;                            correlazione , con sorprendente sottovalutazione dell ' imprescindibile importanza dell ' interesse pubblico ? < Sembra > , quasi , che l ' interesse pubblico non conosca più la necessità di essere valutato , oltre_che curato . Una tale lettura                  
w_162;WrittenCorpus;4;5;6;9;LegalPr.;20;Non Animato;Mediated;Mediated_general;sembrare+infinitive;CORIS;"                          a facili interpretazioni da_parte_del normale cittadino e ad interventi interpretativi e ausiliari "" esterni "" . < Sembra > confermarsi una dimensione , quella giuridico - normativa , che , anche all ' interno del contesto fiscale , si è forse                     "
w_163;WrittenCorpus;4;5;6;9;LegalPr.;2;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                          di buona fede e correttezza e sanzioni indirettamente il terzo contraente come complice del debitore . Tale tesi < sembra > , in realtà , dimenticare che la dolosa partecipazione al progetto fraudolento da_parte_del debitore non è richiesta                        
w_164;WrittenCorpus;4;5;6;9;LegalPr.;9;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                  in questione come un diritto personale di godi - mento , anche_se la bipartizione fra diritti reali e diritti di credito < sembra > potersi interpretare in modo meno rigido dato_che aumentano sem - pre di_più quelle posizioni giuridiche soggettive                         
w_165;WrittenCorpus;4;5;6;9;LegalPr.;1;Non Animato;Old;Old_rel;sembrare+infinitive;CORIS;        l ' assemblea alla Consob . Quest ' obbligo è stato abrogato : dall ' art. 116 del D . Lgs . n . 58 si evince , tra i principi che < sembrano > aver ispirato le linee strategiche individuate dagli Uffici della Consob , la volontà di effettuare un controllo                            
w_166;WrittenCorpus;4;5;6;9;LegalPr.;8;Non Animato;New;New;sembrare+infinitive;CORIS;                      sembra non avere registrato forti mutamenti e soprattutto le dinamiche che hanno contraddistinto l ' ultimo decennio < sembrano > non avere avuto modifiche sostanziali . Infatti le cadute dall ' alto hanno proseguito dal 1996 in poi la loro tendenza                     
w_167;WrittenCorpus;4;5;6;9;LegalPr.;8;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                 oggetto d ' esame ... Il ricorso , quanto_meno in via preliminare , ad un valore o principio per sua natura metagiuridico < sembra > presentarsi come il presupposto ineliminabile ai fini dell ' identificazione , nel contesto normativo dato , della                          
w_168;WrittenCorpus;4;5;5;7;Press;4;Umano;Old;Old_ident;sembra che;CORIS;                    anni . Era presidente delle Acli quando Veltroni lo chiamò a Botteghe Oscure come responsabile dell ' organizzazione . < Sembra > , ma non è certo , che abbia blocatto l ' emorragia degli iscritti . ó PELLEGRINO Giovanni . Presidente commissione                         
w_169;WrittenCorpus;4;5;5;7;Press;2;Umano;Mediated;Mediated_part;sembrare+infinitive;CORIS;          con Evita , che cos ' è il Che per i ragazzi ? La decisione di dedicare la vita a una causa : una decisione di cui certi ragazzi < sembrano > avere nostalgia , come di una cosa di altri tempi . Il desiderio di girare il mondo : con una motocicletta , per cominciare                 
w_170;WrittenCorpus;4;5;5;7;Press;1;Umano;Old;Old_generic;sembra che;CORIS;"                di capire : si lavora poco , si potrebbe lavorare di_più e quindi aumentare la famosa "" torta "" rappresentata dal Pil . Ma < sembra > che nessuno prenda in considerazione questa ipotesi , perché ? "" Per la ragione , a me sembra , che ora ci si sta                           "
w_171;WrittenCorpus;4;5;5;7;Press;2;Non Animato;Old;Old_ident;sembrare+infinitive;CORIS;                        dell ' Unione nazionale degli erboristi ( Unerbe tel. 0521382611 ) , un ' associazione di categoria . E il settore < sembra > attrarre molto le donne : sono loro le proprietarie del 65 per cento delle erboristerie italiane . Non c ' è da                             
w_172;WrittenCorpus;4;5;5;7;Press;1;Non Animato;Old;Old_event;sembrare+infinitive;CORIS;                            la donna a risentirne in maniera particolarmente evidente con effetti negativi anche sul piano coniugale . Ciò < sembra > confermare quanto le donne vivano i rapporti familiari secondo uno schema di coerenza relazionale , mentre gli uomini                       
w_173;WrittenCorpus;4;5;5;7;Press;6;Non Animato;New;New;sembrare+infinitive;CORIS;                    di peace keeping piuttosto che di war making , non sembra aver smosso Mosca dalla sua diffidenza preconcetta . Neanche < sembra > averla ammorbidita la partecipazione diretta alle operazioni bosniache , che pure hanno concesso agli ufficiali                             
w_174;WrittenCorpus;4;5;5;7;Press;3;Non Animato;Old;Old_ident;mi sembra che;CORIS;"             purché restino "" come sono "" e non ci privino degli straordinari doni che la loro diversità ci ha fatto in tutti i campi . Mi < sembra > che anche questo splendido saggio sia un frutto di tale contraddizione . * 12 11 1997 Orlando Antonio 12 11 1997 Regina                     "
w_175;WrittenCorpus;4;5;5;7;Press;0;Umano;Old;Old_ident;sembrare+infinitive;CORIS;"                  che indichi la fine della "" collettivizzazione "" "" . Erano andati a Messina per celebrare i trattati di Roma , ma adesso < sembrano > averne stipulato uno che D ' Alema non gradirà . "" Nessuna congiura carbonara , solo franchi scambi di idee "" ,                             "
w_176;WrittenCorpus;4;5;5;7;Press;0;Non Animato;Old;Old_event;sembra che;CORIS;                 particolare la X Mas del comandante Borghese ) per la difesa dei confini nazionali contro gli sloveni di Tito , così come < sembra > sia avvenuto in_base_ai recenti studi di professor Paolo Simoncelli della Sapienza di Roma e già messo in evidenza                          
